id,realtionship_status,Industry,genre,Targeted Sex,average_min_perweek,Airtime,airlocation,ratings,expensive,money_back_guarantee
9675,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
9678,Married-civ-spouse,Other,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
9685,Never-married,Political,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
9687,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.09844101,Medium,No
9692,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
9696,Never-married,Auto,Infomercial,Female,40,Morning,United-States,0.037464672,High,Yes
9697,Never-married,Political,Infomercial,Male,40,Morning,United-States,0.037464672,Medium,No
9699,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
9719,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,High,Yes
9722,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,Mexico,0.037464672,High,No
9723,Married-civ-spouse,Other,Comedy,Male,40,Primetime,Germany,0.037464672,High,Yes
9725,Married-civ-spouse,Pharma,Drama,Female,50,Morning,India,0.037464672,High,Yes
9728,Never-married,Auto,Comedy,Female,45,Morning,United-States,0.037464672,High,Yes
9732,Married-civ-spouse,ClassAction,Comedy,Female,40,Primetime,Mexico,0.037464672,High,Yes
9734,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,International,0.037464672,Low,No
9744,Married-civ-spouse,Other,Comedy,Male,20,Primetime,United-States,0.037464672,Low,Yes
9756,Never-married,Political,Comedy,Male,38,Morning,United-States,0.037464672,High,No
9758,Widowed,Entertainment,Drama,Male,17,Daytime,International,0.037464672,High,Yes
9760,Married-civ-spouse,Pharma,Comedy,Female,48,Primetime,United-States,0.037464672,Low,No
9766,Never-married,Political,Comedy,Female,10,Morning,United-States,0.037464672,High,Yes
9769,Married-civ-spouse,Pharma,Infomercial,Female,40,Primetime,United-States,0.037464672,Medium,Yes
9770,Widowed,Auto,Comedy,Male,47,Primetime,United-States,0.037464672,High,Yes
9773,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,Medium,No
9776,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.054977972,High,No
9782,Never-married,ClassAction,Infomercial,Male,40,Morning,United-States,0.037464672,High,Yes
9785,Married-civ-spouse,Other,Comedy,Male,38,Morning,United-States,0.037464672,High,Yes
9786,Married-spouse-absent,Entertainment,Comedy,Female,50,Primetime,United-States,0.037464672,Low,Yes
9789,Never-married,Political,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
9795,Married-civ-spouse,Pharma,Drama,Female,55,Primetime,South,0.037464672,Low,No
9799,Divorced,Auto,Comedy,Female,60,Primetime,United-States,0.037464672,High,No
9800,Married-civ-spouse,Pharma,Comedy,Female,70,Daytime,Germany,0.037464672,Low,No
9810,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
9813,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
9816,Married-civ-spouse,Pharma,Comedy,Female,38,Primetime,United-States,0.037464672,High,No
9825,Divorced,Entertainment,Infomercial,Male,55,Primetime,United-States,0.037464672,High,No
9832,Married-civ-spouse,Pharma,Comedy,Female,47,Primetime,United-States,0.037464672,High,No
9843,Never-married,ClassAction,Comedy,Female,40,Primetime,Mexico,0.037464672,High,Yes
9849,Divorced,Entertainment,Drama,Male,40,Primetime,China,0.037464672,Low,No
9858,Divorced,Auto,Comedy,Female,70,Morning,United-States,0.037464672,Medium,No
9862,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,Low,No
9879,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
9883,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,United-States,0.037464672,Low,No
9884,Married-civ-spouse,Pharma,Direct,Female,40,Primetime,United-States,0.037464672,High,No
9886,Never-married,Entertainment,Comedy,Female,45,Primetime,United-States,0.037464672,Low,Yes
9887,Never-married,Auto,Comedy,Female,60,Morning,United-States,0.037464672,Low,Yes
9888,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,Low,No
9890,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
9895,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Medium,No
9907,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
9911,Married-civ-spouse,Other,Comedy,Male,50,Primetime,United-States,0.037464672,High,Yes
9915,Married-civ-spouse,Pharma,Comedy,Female,50,Daytime,United-States,0.037464672,High,No
9923,Divorced,Auto,Comedy,Female,55,Daytime,United-States,0.037464672,High,Yes
9924,Never-married,Auto,Drama,Female,40,Morning,South,0.037464672,High,No
9928,Married-civ-spouse,Pharma,Comedy,Female,84,Primetime,United-States,0.173579841,Medium,No
9930,Never-married,Political,Comedy,Male,40,Primetime,United-States,0.037464672,Low,Yes
9932,Never-married,Entertainment,Infomercial,Male,40,Primetime,United-States,0.037464672,Low,No
9934,Widowed,Auto,Comedy,Male,40,Daytime,United-States,0.037464672,Low,No
9950,Widowed,Auto,Comedy,Male,25,Primetime,United-States,0.037464672,Low,Yes
9953,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
9958,Never-married,Political,Comedy,Female,12,Morning,United-States,0.037464672,High,Yes
9964,Married-civ-spouse,Other,Comedy,Male,12,Primetime,United-States,0.037464672,Low,No
9968,Married-civ-spouse,Pharma,Comedy,Female,30,Primetime,United-States,0.037464672,Medium,No
9970,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
9971,Never-married,Entertainment,Infomercial,Male,40,Primetime,United-States,0.037464672,High,Yes
9973,Never-married,Political,Infomercial,Female,35,Morning,United-States,0.037464672,High,No
9981,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
9984,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
9996,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
9997,Married-civ-spouse,Political,Comedy,Female,40,Primetime,United-States,0.037464672,Low,Yes
10002,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,Medium,No
10014,Never-married,Entertainment,Comedy,Male,40,Morning,United-States,0.037464672,Medium,No
10017,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,No
10040,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,No
10044,Widowed,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
10050,Never-married,Auto,Comedy,Female,65,Primetime,United-States,0.037464672,High,No
10053,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
10054,Never-married,ClassAction,Comedy,Male,50,Morning,International,0.037464672,Low,Yes
10055,Married-civ-spouse,Pharma,Comedy,Female,58,Primetime,United-States,0.037464672,High,No
10070,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.057642745,Low,Yes
10076,Never-married,Political,Comedy,Female,30,Morning,United-States,0.037464672,High,Yes
10077,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,No
10078,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,Medium,No
10081,Never-married,Political,Comedy,Male,32,Morning,United-States,0.037464672,Low,No
10083,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,Medium,No
10085,Never-married,Political,Infomercial,Male,40,Primetime,United-States,0.037464672,Low,Yes
10088,Never-married,Political,Drama,Male,20,Morning,China,0.037464672,High,No
10089,Married-civ-spouse,Pharma,Comedy,Female,25,Daytime,United-States,0.037464672,Low,Yes
10094,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
10096,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,Mexico,0.037464672,High,No
10097,Never-married,Auto,Comedy,Female,20,Morning,United-States,0.037464672,High,Yes
10098,Married-civ-spouse,Other,Comedy,Male,55,Primetime,United-States,0.037464672,High,Yes
10107,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,Cuba,0.037464672,Medium,No
10114,Never-married,Political,Comedy,Female,30,Morning,United-States,0.037464672,High,Yes
10120,Divorced,Auto,Comedy,Female,42,Primetime,United-States,0.037464672,High,No
10121,Never-married,Entertainment,Comedy,Female,55,Morning,United-States,0.037464672,High,Yes
10123,Never-married,Political,Comedy,Female,52,Morning,United-States,0.037464672,High,Yes
10133,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.048607802,High,Yes
10140,Never-married,Auto,Comedy,Female,48,Daytime,United-States,0.037464672,High,No
10155,Married-civ-spouse,Pharma,Comedy,Female,42,Primetime,United-States,0.057642745,High,Yes
10158,Never-married,Political,Comedy,Female,15,Morning,United-States,0.037464672,Low,No
10159,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,United-States,0.037464672,Low,No
10167,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,Low,No
10171,Married-civ-spouse,Pharma,Drama,Female,40,Primetime,United-States,0.037464672,High,Yes
10172,Married-civ-spouse,Pharma,Infomercial,Female,8,Primetime,United-States,0.037464672,Medium,No
10173,Married-civ-spouse,Other,Comedy,Male,43,Primetime,Cuba,0.037464672,Medium,No
10176,Separated,Entertainment,Infomercial,Male,40,Primetime,United-States,0.037464672,Low,No
10180,Divorced,Entertainment,Infomercial,Male,40,Morning,International,0.037464672,High,Yes
10186,Never-married,ClassAction,Comedy,Female,30,Morning,United-States,0.037464672,High,Yes
10187,Divorced,Auto,Comedy,Male,65,Daytime,United-States,0.037464672,Low,No
10192,Married-civ-spouse,Pharma,Drama,Female,50,Primetime,United-States,0.037464672,Medium,No
10193,Never-married,ClassAction,Comedy,Male,40,Primetime,Mexico,0.037464672,High,Yes
10197,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
10200,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
10202,Never-married,ClassAction,Infomercial,Male,40,Primetime,El-Salvador,0.037464672,High,Yes
10205,Never-married,Auto,Infomercial,Female,17,Primetime,United-States,0.037464672,High,No
10210,Never-married,Political,Infomercial,Male,40,Morning,United-States,0.037464672,High,Yes
10213,Never-married,Entertainment,Other,Male,40,Primetime,United-States,0.04177081,High,Yes
10214,Never-married,Political,Infomercial,Female,28,Morning,United-States,0.037464672,High,Yes
10215,Married-civ-spouse,Pharma,Comedy,Female,40,Daytime,United-States,0.037464672,Medium,No
10218,Never-married,Entertainment,Comedy,Male,35,Morning,United-States,0.037464672,High,Yes
10219,Married-civ-spouse,Pharma,Comedy,Female,35,Primetime,United-States,0.037464672,Medium,No
10220,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,Low,No
10225,Married-civ-spouse,Other,Comedy,Male,60,Primetime,United-States,0.037464672,High,Yes
10234,Never-married,Auto,Comedy,Female,50,Primetime,United-States,0.037464672,Low,No
10237,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
10248,Never-married,ClassAction,Comedy,Female,45,Primetime,United-States,0.037464672,High,No
10252,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
10257,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.037464672,Medium,No
10262,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,Medium,No
10266,Married-civ-spouse,Other,Comedy,Male,30,Primetime,United-States,0.037464672,High,No
10270,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
10274,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
10275,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,England,0.037464672,Low,No
10287,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
10290,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
10291,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,Low,No
10304,Married-civ-spouse,Pharma,Comedy,Female,91,Primetime,United-States,0.037464672,High,No
10306,Never-married,Auto,Comedy,Male,41,Primetime,United-States,0.037464672,High,Yes
10316,Married-civ-spouse,Pharma,Infomercial,Female,40,Primetime,International,0.037464672,Low,Yes
10317,Widowed,Auto,Comedy,Male,30,Daytime,United-States,0.037464672,High,No
10323,Separated,Entertainment,Other,Male,40,Primetime,United-States,0.037464672,High,Yes
10328,Married-civ-spouse,Pharma,Comedy,Female,20,Primetime,United-States,0.037464672,Low,No
10336,Divorced,Auto,Comedy,Male,50,Primetime,United-States,0.037464672,High,No
10344,Separated,Auto,Comedy,Male,36,Primetime,United-States,0.037464672,High,Yes
10352,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,Low,No
10359,Never-married,Political,Infomercial,Female,35,Morning,Jamaica,0.037464672,High,Yes
10368,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
10375,Widowed,Auto,Comedy,Male,15,Daytime,United-States,0.037464672,Medium,No
10377,Never-married,Political,Comedy,Male,40,Morning,United-States,0.359053908,High,Yes
10380,Never-married,Political,Comedy,Male,40,Morning,Mexico,0.037464672,High,No
10381,Married-civ-spouse,Pharma,Direct,Female,40,Primetime,United-States,0.037464672,High,Yes
10385,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,No
10391,Never-married,Entertainment,Comedy,Female,55,Morning,United-States,0.037464672,Low,No
10395,Married-civ-spouse,Pharma,Comedy,Female,35,Primetime,United-States,0.037464672,Low,Yes
10402,Never-married,Auto,Comedy,Female,25,Primetime,United-States,0.037464672,High,Yes
10415,Divorced,Auto,Comedy,Male,25,Primetime,United-States,0.037464672,High,No
10416,Married-civ-spouse,Pharma,Drama,Female,40,Primetime,United-States,0.037464672,Low,Yes
10417,Never-married,Political,Drama,Female,20,Morning,South,0.037464672,High,Yes
10421,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
10423,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.173579841,High,No
10426,Married-civ-spouse,Pharma,Infomercial,Female,35,Primetime,United-States,0.037464672,Medium,No
10427,Never-married,Political,Comedy,Female,20,Morning,United-States,0.037464672,High,Yes
10429,Married-civ-spouse,Pharma,Infomercial,Female,40,Primetime,United-States,0.037464672,Low,Yes
10437,Married-civ-spouse,Other,Comedy,Male,40,Morning,United-States,0.037464672,Low,Yes
10453,Never-married,ClassAction,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
10455,Widowed,Entertainment,Comedy,Male,40,Primetime,Mexico,0.037464672,High,No
10457,Divorced,Auto,Comedy,Female,35,Primetime,United-States,0.037464672,Low,No
10464,Married-civ-spouse,Pharma,Comedy,Female,45,Morning,United-States,0.037464672,Low,Yes
10469,Married-civ-spouse,Pharma,Comedy,Female,45,Morning,United-States,0.037464672,Low,No
10472,Married-civ-spouse,Pharma,Comedy,Female,32,Primetime,United-States,0.037464672,High,Yes
10473,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
10482,Never-married,Political,Other,Male,35,Morning,International,0.037464672,High,No
10485,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
10486,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,Low,Yes
10487,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
10490,Separated,ClassAction,Drama,Female,35,Primetime,Philippines,0.037464672,Low,Yes
10502,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Medium,No
10508,Never-married,Political,Comedy,Male,20,Morning,United-States,0.037464672,High,No
10512,Separated,Entertainment,Comedy,Male,44,Morning,United-States,0.037464672,High,No
10523,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,Low,No
10526,Never-married,Auto,Other,Female,35,Morning,International,0.037464672,Low,Yes
10529,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,Low,No
10531,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
10533,Married-civ-spouse,Other,Direct,Male,30,Morning,United-States,0.037464672,High,No
10534,Divorced,Entertainment,Comedy,Male,38,Primetime,United-States,0.037464672,High,Yes
10536,Never-married,Auto,Infomercial,Female,75,Morning,United-States,0.037464672,High,Yes
10540,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,Low,No
10541,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
10542,Never-married,Entertainment,Comedy,Female,37,Morning,United-States,0.037464672,High,Yes
10549,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,No
10551,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,Medium,No
10559,Married-civ-spouse,Pharma,Comedy,Female,20,Daytime,United-States,0.037464672,Low,Yes
10562,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,High,Yes
10563,Separated,Auto,Infomercial,Male,40,Primetime,United-States,0.037464672,High,Yes
10566,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
10567,Widowed,Auto,Comedy,Male,35,Daytime,United-States,0.050280579,High,No
10579,Married-civ-spouse,Pharma,Comedy,Female,10,Daytime,Italy,0.037464672,Medium,No
10583,Never-married,Auto,Infomercial,Male,40,Morning,United-States,0.037464672,Low,No
10586,Never-married,Political,Comedy,Female,25,Morning,United-States,0.037464672,Medium,No
10590,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
10592,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,Medium,No
10595,Married-civ-spouse,Pharma,Comedy,Female,38,Primetime,United-States,0.037464672,High,Yes
10611,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
10614,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,Mexico,0.037464672,High,No
10619,Never-married,ClassAction,Comedy,Male,40,Daytime,Puerto-Rico,0.037464672,High,Yes
10620,Married-civ-spouse,Pharma,Comedy,Female,25,Daytime,United-States,0.037464672,Medium,No
10631,Never-married,ClassAction,Comedy,Female,40,Daytime,United-States,0.037464672,High,Yes
10632,Divorced,ClassAction,Comedy,Male,38,Primetime,United-States,0.037464672,Medium,No
10633,Never-married,Auto,Comedy,Male,48,Morning,United-States,0.037464672,Medium,No
10634,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.077823055,High,Yes
10643,Separated,Entertainment,Comedy,Male,20,Primetime,United-States,0.037464672,High,Yes
10651,Married-civ-spouse,Pharma,Comedy,Female,48,Primetime,United-States,0.037464672,Medium,No
10659,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,Hungary,0.037464672,High,No
10661,Married-civ-spouse,Pharma,Comedy,Female,20,Primetime,United-States,0.037464672,Low,No
10663,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
10673,Married-civ-spouse,Pharma,Comedy,Female,65,Primetime,United-States,0.037464672,High,Yes
10678,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,High,No
10681,Married-civ-spouse,Pharma,Comedy,Female,20,Daytime,United-States,0.037464672,Low,No
10690,Never-married,Political,Drama,Female,40,Morning,Thailand,0.037464672,High,Yes
10693,Never-married,Auto,Comedy,Female,60,Morning,United-States,0.111239703,High,No
10700,Never-married,Auto,Infomercial,Male,40,Morning,United-States,0.037464672,High,Yes
10704,Divorced,Entertainment,Comedy,Male,50,Primetime,United-States,0.037464672,Medium,No
10706,Divorced,Auto,Comedy,Male,40,Daytime,United-States,0.037464672,Low,Yes
10709,Married-civ-spouse,Pharma,Comedy,Female,70,Morning,United-States,0.037464672,High,Yes
10714,Divorced,Entertainment,Infomercial,Male,40,Primetime,United-States,0.037464672,Low,No
10719,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.054977972,High,Yes
10720,Married-civ-spouse,Pharma,Drama,Female,40,Primetime,Philippines,0.037464672,Low,Yes
10731,Never-married,Auto,Direct,Male,20,Morning,United-States,0.037464672,High,No
10735,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,International,0.037464672,High,Yes
10741,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,1,Low,Yes
10747,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,High,Yes
10750,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,High,Yes
10778,Divorced,Entertainment,Comedy,Male,45,Primetime,United-States,0.037464672,High,Yes
10779,Married-civ-spouse,Pharma,Comedy,Female,38,Primetime,United-States,0.037464672,High,No
10781,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,Low,Yes
10782,Never-married,Auto,Infomercial,Female,40,Primetime,United-States,0.037464672,High,Yes
10787,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,Low,No
10788,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
10791,Divorced,Auto,Infomercial,Female,40,Primetime,United-States,0.037464672,High,Yes
10795,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
10801,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
10802,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,Medium,No
10818,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,Mexico,0.037464672,Medium,No
10823,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,Medium,No
10838,Never-married,Auto,Comedy,Male,40,Morning,El-Salvador,0.037464672,Low,No
10848,Never-married,ClassAction,Infomercial,Female,22,Morning,United-States,0.037464672,High,Yes
10862,Married-civ-spouse,Pharma,Comedy,Female,60,Primetime,United-States,0.037464672,Low,No
10866,Married-civ-spouse,Pharma,Comedy,Female,25,Primetime,United-States,0.037464672,Low,No
10870,Married-civ-spouse,Pharma,Other,Female,50,Primetime,United-States,0.102233936,High,Yes
10874,Married-civ-spouse,Pharma,Comedy,Female,38,Morning,United-States,0.037464672,High,No
10875,Married-civ-spouse,Other,Comedy,Male,52,Morning,United-States,0.037464672,High,Yes
10883,Married-civ-spouse,Pharma,Comedy,Female,8,Daytime,United-States,0.037464672,High,Yes
10886,Widowed,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
10888,Never-married,Political,Comedy,Female,20,Morning,United-States,0.037464672,High,No
10893,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
10896,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
10897,Separated,Entertainment,Comedy,Male,40,Primetime,United-States,0.037464672,Low,Yes
10900,Never-married,Political,Comedy,Male,40,Morning,El-Salvador,0.037464672,Low,No
10908,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,Low,No
10910,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,Medium,No
10911,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
10915,Married-civ-spouse,Pharma,Comedy,Female,55,Primetime,United-States,0.037464672,Low,Yes
10924,Married-civ-spouse,Pharma,Comedy,Female,56,Primetime,United-States,0.037464672,High,Yes
10931,Never-married,Auto,Comedy,Female,46,Daytime,United-States,0.037464672,Low,Yes
10932,Married-civ-spouse,Pharma,Drama,Female,72,Primetime,South,0.037464672,High,Yes
10934,Married-civ-spouse,Other,Comedy,Male,36,Primetime,United-States,0.037464672,Low,No
10937,Never-married,Auto,Comedy,Male,30,Morning,United-States,0.037464672,Medium,No
10947,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
10951,Never-married,Political,Infomercial,Male,40,Morning,United-States,0.037464672,Low,Yes
10955,Never-married,ClassAction,Comedy,Male,20,Morning,United-States,0.037464672,Low,Yes
10958,Never-married,Political,Infomercial,Female,10,Morning,United-States,0.037464672,High,No
10962,Never-married,Political,Comedy,Male,14,Morning,United-States,0.037464672,High,No
10963,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,High,No
10964,Never-married,Auto,Comedy,Female,48,Morning,United-States,0.037464672,Low,No
10968,Never-married,Auto,Comedy,Female,38,Primetime,United-States,0.037464672,High,Yes
10975,Married-civ-spouse,Pharma,Drama,Female,40,Primetime,Philippines,1,Medium,No
10981,Never-married,Political,Infomercial,Male,40,Morning,Outlying-US(Guam-USVI-etc),0.037464672,Low,No
10984,Married-civ-spouse,Pharma,Comedy,Female,35,Primetime,United-States,0.037464672,High,Yes
10996,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
10998,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.037464672,Medium,No
11012,Divorced,Political,Comedy,Female,40,Primetime,United-States,0.037464672,High,Yes
11016,Never-married,Auto,Comedy,Female,40,Morning,Germany,0.037464672,High,No
11018,Never-married,Political,Comedy,Male,32,Morning,United-States,0.037464672,High,Yes
11022,Separated,Entertainment,Infomercial,Male,35,Primetime,United-States,0.037464672,High,No
11025,Married-spouse-absent,Entertainment,Comedy,Male,24,Primetime,Columbia,0.037464672,High,Yes
11047,Married-civ-spouse,Other,Comedy,Male,55,Primetime,United-States,0.037464672,Low,No
11048,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,High,No
11050,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.037464672,Low,Yes
11052,Never-married,Political,Comedy,Male,30,Primetime,United-States,0.037464672,High,Yes
11056,Never-married,Political,Comedy,Male,25,Morning,United-States,0.037464672,Low,No
11058,Married-civ-spouse,Pharma,Comedy,Female,50,Primetime,United-States,0.037464672,High,Yes
11062,Married-spouse-absent,Auto,Comedy,Female,60,Primetime,United-States,0.037464672,High,Yes
11065,Married-civ-spouse,Pharma,Comedy,Female,45,Primetime,United-States,0.037464672,High,Yes
11067,Never-married,Political,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
11070,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Low,No
11077,Married-civ-spouse,Pharma,Comedy,Female,45,Morning,United-States,0.037464672,High,No
11079,Married-civ-spouse,Other,Comedy,Male,35,Primetime,United-States,0.037464672,Medium,No
11084,Married-civ-spouse,Pharma,Infomercial,Female,35,Primetime,United-States,0.037464672,Low,Yes
11086,Never-married,Political,Infomercial,Female,35,Morning,United-States,0.037464672,High,Yes
11099,Married-civ-spouse,Pharma,Comedy,Female,40,Morning,United-States,0.037464672,High,Yes
11100,Married-civ-spouse,Pharma,Comedy,Female,40,Primetime,United-States,0.037464672,Medium,No
11102,Married-civ-spouse,Other,Comedy,Male,24,Primetime,United-States,0.037464672,Low,No
11105,Married-civ-spouse,Other,Comedy,Male,50,Primetime,United-States,0.037464672,Low,Yes
11112,Married-civ-spouse,Other,Comedy,Male,40,Primetime,United-States,0.037464672,High,Yes
11118,Married-civ-spouse,Pharma,Infomercial,Female,56,Primetime,United-States,0.061153633,High,Yes
11126,Never-married,Political,Comedy,Male,40,Morning,United-States,0.037464672,High,Yes
11136,Married-civ-spouse,Other,Infomercial,Male,48,Morning,United-States,0.037464672,Low,No
11138,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.129776412,Low,No
