id,realtionship_status,industry,genre,Targeted Sex,average_min_perweek,Airtime,airlocation,ratings,expensive,money_back_guarantee,netgain
30280,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
4370,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,Low,No,FALSE
30176,Divorced,Auto,Comedy,Female,38,Primetime,United-States,0.027464672,Low,Yes,FALSE
10012,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672,Low,Yes,TRUE
4360,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,1,High,Yes,TRUE
863,Married-civ-spouse,Pharma,Comedy,Male,60,Daytime,United-States,0.044941307,Low,Yes,FALSE
4930,Never-married,Auto,Other,Male,40,Morning,United-States,0.027464672,Low,No,FALSE
1653,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
605,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,TRUE
22810,Widowed,Auto,Comedy,Male,20,Daytime,United-States,0.027464672,High,No,FALSE
10135,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
24237,Divorced,Auto,Comedy,Male,70,Primetime,United-States,0.027464672,Low,Yes,TRUE
30802,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672,Low,No,FALSE
8509,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
16805,Divorced,Auto,Comedy,Female,40,Morning,United-States,0.027464672,Low,No,FALSE
20812,Never-married,Auto,Drama,Male,60,Primetime,Taiwan,0.027464672,Low,No,TRUE
14727,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,TRUE
1426,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.129776412,Low,Yes,TRUE
29864,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,International,0.027464672,High,Yes,TRUE
9920,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
25601,Married-civ-spouse,Pharma,Comedy,Male,50,Daytime,United-States,0.027464672,Low,No,TRUE
3981,Divorced,Entertainment,Comedy,Male,36,Primetime,United-States,0.111239703,Low,Yes,TRUE
31351,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,Low,No,FALSE
6230,Never-married,Political,Drama,Male,10,Morning,United-States,0.027464672,Low,Yes,FALSE
25702,Never-married,Political,Comedy,Male,25,Morning,United-States,0.027464672,Low,No,FALSE
31103,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
22115,Married-civ-spouse,Pharma,Other,Male,55,Morning,Puerto-Rico,0.027464672,Low,Yes,TRUE
25512,Never-married,Political,Comedy,Female,8,Morning,United-States,0.027464672,Low,No,FALSE
7848,Married-civ-spouse,Other,Comedy,Female,43,Primetime,United-States,0.027464672,High,Yes,FALSE
183,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,Low,Yes,FALSE
20254,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,High,No,TRUE
20333,Divorced,Auto,Comedy,Male,52,Primetime,United-States,0.027464672,Low,Yes,TRUE
18083,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672,Medium,No,FALSE
23408,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,High,No,FALSE
12198,Never-married,Political,Infomercial,Female,40,Morning,United-States,0.027464672,High,Yes,FALSE
29289,Divorced,Auto,Comedy,Male,70,Primetime,United-States,0.027464672,High,No,FALSE
22482,Divorced,Auto,Comedy,Female,45,Primetime,United-States,0.027464672,Low,Yes,FALSE
21105,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0,Low,Yes,TRUE
10527,Never-married,ClassAction,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
17542,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,Medium,No,FALSE
29746,Never-married,Political,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
9138,Divorced,Auto,Comedy,Male,38,Primetime,United-States,0.027464672,Low,No,FALSE
24508,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.173579841,Low,No,TRUE
5486,Divorced,Political,Comedy,Female,35,Primetime,United-States,0.027464672,High,Yes,FALSE
13278,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
15584,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
25775,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,Low,No,FALSE
21325,Divorced,Auto,Comedy,Female,38,Primetime,United-States,0.027464672,Low,Yes,FALSE
13162,Never-married,Political,Comedy,Female,50,Morning,United-States,0.027464672,Low,Yes,FALSE
5789,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Low,No,FALSE
31645,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
11040,Never-married,Political,Comedy,Female,45,Morning,United-States,0.027464672,Low,Yes,FALSE
31639,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
30823,Separated,Auto,Comedy,Male,44,Morning,United-States,0.027464672,High,Yes,FALSE
26547,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.027464672,Low,No,FALSE
19453,Never-married,Political,Comedy,Female,20,Morning,United-States,0.027464672,High,No,FALSE
9748,Married-civ-spouse,Pharma,Comedy,Male,45,Daytime,United-States,0.027464672,High,No,TRUE
7454,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,High,No,FALSE
10226,Never-married,Political,Infomercial,Male,50,Primetime,United-States,0.027464672,Medium,No,FALSE
19983,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
10573,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
10756,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
13217,Married-civ-spouse,Other,Comedy,Female,40,Morning,United-States,0.027464672,Low,No,FALSE
12348,Married-civ-spouse,Pharma,Comedy,Male,20,Daytime,United-States,0.027464672,High,Yes,FALSE
28675,Never-married,Political,Comedy,Male,15,Morning,United-States,0.027464672,Low,No,FALSE
7869,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,TRUE
24260,Never-married,Entertainment,Comedy,Female,30,Morning,United-States,0.027464672,High,Yes,FALSE
30354,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
20969,Never-married,Auto,Comedy,Male,50,Primetime,United-States,0.027464672,Low,Yes,FALSE
28786,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,Low,Yes,FALSE
7470,Married-civ-spouse,Pharma,Infomercial,Male,36,Primetime,International,0.027464672,Medium,No,FALSE
4413,Never-married,Auto,Drama,Male,40,Primetime,Philippines,0.027464672,Medium,No,FALSE
27708,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,1,High,Yes,TRUE
22163,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
18173,Never-married,ClassAction,Comedy,Female,40,Morning,Mexico,0.027464672,Low,Yes,FALSE
21088,Married-civ-spouse,Pharma,Comedy,Male,30,Primetime,United-States,0.027464672,High,Yes,FALSE
1490,Divorced,Auto,Infomercial,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
18149,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
7248,Never-married,Political,Drama,Male,40,Morning,United-States,0.027464672,Low,No,FALSE
4564,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
29199,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,TRUE
14454,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
10038,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.027464672,Low,No,TRUE
13757,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.173579841,High,Yes,TRUE
28082,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672,Low,Yes,FALSE
22131,Never-married,Auto,Comedy,Male,30,Morning,United-States,0.027464672,Low,Yes,FALSE
29685,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,Low,Yes,FALSE
531,Divorced,Auto,Comedy,Male,60,Morning,United-States,0.027464672,High,Yes,FALSE
27947,Never-married,Auto,Comedy,Female,20,Primetime,United-States,0.027464672,Low,Yes,FALSE
4622,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
27641,Separated,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
5280,Never-married,Auto,Drama,Male,40,Morning,United-States,0.027464672,Low,No,FALSE
28842,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
27130,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
2022,Never-married,Political,Comedy,Female,20,Morning,United-States,0.027464672,Low,Yes,FALSE
23362,Never-married,Auto,Comedy,Female,24,Morning,United-States,0.027464672,Medium,No,FALSE
6381,Married-civ-spouse,Pharma,Comedy,Male,13,Daytime,United-States,0.027464672,High,No,FALSE
22002,Widowed,Auto,Infomercial,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
23973,Never-married,ClassAction,Comedy,Female,40,Primetime,United-States,0.027464672,Medium,No,FALSE
11468,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
25090,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
2398,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
20086,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
22492,Married-civ-spouse,Pharma,Comedy,Male,32,Daytime,United-States,0.027464672,Low,Yes,FALSE
29380,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.054977972,Low,No,FALSE
31971,Married-civ-spouse,Pharma,Comedy,Male,12,Daytime,United-States,0.130223783,Medium,No,TRUE
29258,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,Guatemala,0.027464672,Low,Yes,FALSE
9193,Divorced,ClassAction,Drama,Female,35,Primetime,United-States,0.027464672,High,No,FALSE
1586,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.173579841,Low,No,TRUE
32427,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
31069,Never-married,Auto,Comedy,Female,50,Morning,United-States,0.027464672,High,No,FALSE
8507,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,TRUE
21963,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
7031,Never-married,Political,Comedy,Male,45,Morning,United-States,0.027464672,Medium,No,FALSE
26177,Married-spouse-absent,Entertainment,Comedy,Female,44,Primetime,United-States,0.027464672,Low,Yes,FALSE
6675,Never-married,Political,Comedy,Female,35,Morning,United-States,0.027464672,Low,Yes,FALSE
8025,Never-married,Auto,Comedy,Female,35,Primetime,United-States,0.027464672,Low,Yes,FALSE
17491,Never-married,Auto,Comedy,Female,50,Primetime,United-States,0.051418457,Low,No,FALSE
837,Divorced,Auto,Infomercial,Male,20,Primetime,United-States,0.027464672,High,Yes,FALSE
22315,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
15047,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672,Low,No,FALSE
2827,Never-married,ClassAction,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
22390,Never-married,Political,Comedy,Male,16,Morning,United-States,0.027464672,Low,Yes,FALSE
15169,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
11445,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,Low,No,TRUE
19685,Never-married,ClassAction,Infomercial,Male,40,Morning,United-States,0.027464672,High,No,FALSE
22857,Married-civ-spouse,Other,Comedy,Female,26,Primetime,United-States,0.027464672,Low,No,FALSE
26841,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672,Low,Yes,TRUE
17060,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,High,Yes,TRUE
25911,Never-married,Auto,Comedy,Male,99,Morning,Yugoslavia,0.027464672,Low,Yes,FALSE
17488,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.077823055,Low,Yes,TRUE
14587,Never-married,Auto,Comedy,Male,40,Morning,Italy,0.027464672,Low,No,FALSE
28693,Never-married,Auto,Comedy,Male,35,Morning,United-States,0.027464672,Low,Yes,FALSE
6340,Married-civ-spouse,Other,Comedy,Female,16,Primetime,United-States,0.027464672,Low,No,TRUE
14697,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,High,No,TRUE
23570,Divorced,Auto,Direct,Female,50,Morning,El-Salvador,0.027464672,High,No,FALSE
19387,Never-married,Auto,Comedy,Female,55,Primetime,United-States,0.027464672,Low,No,TRUE
13408,Married-civ-spouse,Pharma,Comedy,Male,60,Daytime,United-States,0.027464672,Low,No,TRUE
21820,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672,Low,No,FALSE
32226,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672,Low,No,FALSE
2619,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
5827,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,High,No,FALSE
19394,Married-civ-spouse,Pharma,Comedy,Male,37,Primetime,United-States,0.027464672,Low,No,TRUE
6069,Never-married,ClassAction,Comedy,Female,30,Morning,United-States,0.027464672,High,No,FALSE
24197,Never-married,Auto,Infomercial,Male,40,Morning,United-States,0.027464672,High,No,FALSE
26032,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.055522597,Low,No,FALSE
17700,Married-civ-spouse,Pharma,Comedy,Male,30,Primetime,United-States,0.027464672,Low,Yes,FALSE
18298,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
17998,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,Low,Yes,FALSE
23080,Never-married,Auto,Comedy,Male,40,Primetime,International,0.027464672,High,No,FALSE
13997,Divorced,Entertainment,Comedy,Female,54,Primetime,United-States,0.027464672,Low,Yes,FALSE
7706,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Medium,No,FALSE
25828,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,TRUE
10126,Married-civ-spouse,Other,Comedy,Female,70,Primetime,United-States,0.027464672,Medium,No,TRUE
19874,Divorced,Entertainment,Drama,Female,60,Primetime,Thailand,0.027464672,Low,Yes,TRUE
5738,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672,Low,Yes,TRUE
10478,Never-married,Auto,Comedy,Female,37,Morning,United-States,0.027464672,High,No,FALSE
7430,Never-married,Political,Comedy,Female,32,Morning,United-States,0.027464672,Low,No,FALSE
23436,Never-married,Auto,Comedy,Male,35,Morning,United-States,0.027464672,Low,Yes,FALSE
8610,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
18398,Never-married,Political,Drama,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
16491,Married-civ-spouse,Pharma,Comedy,Male,60,Morning,United-States,0.027464672,High,Yes,FALSE
29074,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,TRUE
25019,Divorced,Auto,Comedy,Male,65,Primetime,United-States,0.027464672,Low,Yes,TRUE
19753,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
8704,Widowed,Auto,Comedy,Female,2,Daytime,United-States,0.027464672,High,No,FALSE
18118,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,Low,Yes,FALSE
3992,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672,High,No,FALSE
32054,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
1774,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
22153,Divorced,Entertainment,Infomercial,Female,40,Primetime,United-States,0.027464672,Low,No,FALSE
16726,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Medium,No,TRUE
19811,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.066988903,Low,No,FALSE
31203,Widowed,Auto,Comedy,Female,31,Daytime,United-States,0.027464672,Low,Yes,FALSE
6870,Divorced,Auto,Comedy,Male,72,Primetime,United-States,0.027464672,Low,No,TRUE
24852,Separated,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
16537,Married-civ-spouse,Pharma,Comedy,Male,60,Morning,United-States,0.027464672,Low,No,FALSE
27867,Married-civ-spouse,Pharma,Comedy,Male,20,Primetime,United-States,0.027464672,Low,Yes,TRUE
2709,Married-civ-spouse,Pharma,Comedy,Male,10,Daytime,United-States,0.027464672,Low,Yes,FALSE
1950,Divorced,Auto,Comedy,Male,60,Primetime,United-States,0.027464672,Low,No,FALSE
663,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.076218356,High,No,FALSE
19830,Never-married,Auto,Comedy,Female,60,Morning,United-States,0.027464672,Medium,No,FALSE
26675,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672,Low,No,TRUE
14359,Married-civ-spouse,Pharma,Comedy,Male,50,Daytime,United-States,0.027464672,High,Yes,TRUE
6507,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,Low,No,TRUE
13734,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
28973,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
14322,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,High,Yes,TRUE
9708,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,TRUE
11734,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,International,0.173579841,Medium,No,TRUE
30640,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
19359,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672,High,No,TRUE
11903,Never-married,Political,Infomercial,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
4485,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
5879,Married-civ-spouse,Pharma,Drama,Male,40,Daytime,United-States,0.027464672,High,No,FALSE
20185,Never-married,Political,Direct,Male,35,Primetime,United-States,0.027464672,Medium,No,FALSE
18059,Divorced,Political,Comedy,Female,40,Primetime,United-States,0.027464672,High,Yes,FALSE
20017,Separated,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
9745,Never-married,Political,Comedy,Female,2,Morning,United-States,0.027464672,High,No,FALSE
29808,Married-civ-spouse,Pharma,Comedy,Male,60,Morning,United-States,0.027464672,Low,Yes,FALSE
9453,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,High,No,FALSE
24019,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
21885,Never-married,Auto,Comedy,Male,65,Morning,United-States,0.027464672,High,No,FALSE
8435,Separated,Auto,Drama,Female,40,Primetime,Laos,0.027464672,High,Yes,FALSE
19509,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672,High,No,FALSE
15794,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672,Low,No,TRUE
21558,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672,High,No,FALSE
26257,Never-married,Auto,Comedy,Male,40,Daytime,United-States,0.027464672,Medium,No,FALSE
16055,Married-civ-spouse,Pharma,Comedy,Male,42,Primetime,United-States,0.102233936,Low,Yes,TRUE
19514,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
15254,Separated,Auto,Drama,Male,40,Primetime,India,0.048607802,Low,No,TRUE
14138,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
14414,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,High,No,FALSE
1540,Never-married,Political,Comedy,Female,6,Morning,United-States,0.027464672,Low,Yes,FALSE
22893,Never-married,Auto,Comedy,Male,30,Morning,United-States,0.027464672,Low,No,FALSE
14504,Never-married,Political,Comedy,Male,36,Morning,United-States,0.027464672,Low,Yes,FALSE
29235,Married-civ-spouse,Pharma,Comedy,Male,66,Primetime,United-States,0.027464672,Low,Yes,FALSE
18895,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,Medium,No,FALSE
4024,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.09844101,High,No,TRUE
7369,Married-civ-spouse,Pharma,Comedy,Male,60,Morning,United-States,0.027464672,Low,Yes,FALSE
6807,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672,Low,No,FALSE
25232,Never-married,Political,Comedy,Male,20,Morning,United-States,0.027464672,High,Yes,FALSE
18798,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
14537,Never-married,Entertainment,Infomercial,Female,40,Primetime,United-States,0.027464672,Low,No,FALSE
30233,Married-spouse-absent,Entertainment,Infomercial,Female,50,Primetime,United-States,0.094074283,Low,No,FALSE
29871,Never-married,Auto,Infomercial,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
5975,Married-civ-spouse,Other,Comedy,Female,45,Primetime,United-States,0.027464672,Medium,No,FALSE
20694,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672,Low,Yes,FALSE
32428,Never-married,Auto,Infomercial,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
85,Divorced,Auto,Comedy,Female,8,Primetime,United-States,0.027464672,High,No,FALSE
13395,Never-married,Political,Comedy,Male,35,Morning,United-States,0.027464672,Low,Yes,FALSE
15688,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,High,No,FALSE
15625,Married-AF-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
8095,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
701,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,High,No,FALSE
12992,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672,Low,Yes,FALSE
24466,Never-married,Auto,Comedy,Male,35,Morning,United-States,0.027464672,High,Yes,FALSE
23877,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.102233936,High,No,TRUE
19999,Widowed,Entertainment,Comedy,Female,1,Daytime,United-States,0.027464672,High,Yes,FALSE
31129,Married-civ-spouse,Other,Comedy,Female,8,Primetime,United-States,0.027464672,Low,Yes,FALSE
14341,Never-married,Auto,Comedy,Male,55,Morning,United-States,0.027464672,Low,No,FALSE
25946,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672,Low,Yes,FALSE
4627,Married-civ-spouse,Pharma,Infomercial,Male,38,Primetime,International,0.076218356,Low,Yes,FALSE
7572,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
17843,Married-civ-spouse,Other,Comedy,Female,35,Morning,United-States,0.027464672,Low,Yes,FALSE
8084,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672,Medium,No,FALSE
22256,Divorced,Auto,Infomercial,Female,40,Primetime,United-States,0.027464672,Low,No,FALSE
27755,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672,Low,Yes,FALSE
14477,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672,Low,Yes,FALSE
2899,Never-married,Political,Infomercial,Male,35,Morning,United-States,0.027464672,Medium,No,FALSE
21273,Never-married,Auto,Drama,Male,40,Primetime,United-States,0.027464672,Low,No,FALSE
8332,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672,Low,Yes,FALSE
27097,Never-married,Auto,Comedy,Male,35,Primetime,Germany,0.027464672,Low,No,FALSE
6645,Never-married,Political,Infomercial,Female,40,Morning,United-States,0.027464672,Low,No,FALSE
20350,Divorced,Entertainment,Comedy,Female,40,Morning,United-States,0.027464672,Low,Yes,FALSE
21466,Never-married,Auto,Comedy,Male,45,Primetime,United-States,0.027464672,Low,Yes,FALSE
19562,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,Mexico,0.027464672,Low,Yes,FALSE
7991,Married-civ-spouse,Other,Infomercial,Female,55,Primetime,United-States,0.027464672,Low,Yes,FALSE
3632,Widowed,Entertainment,Comedy,Female,20,Primetime,United-States,0.027464672,High,No,FALSE
21524,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672,Medium,No,FALSE
23833,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,FALSE
29979,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Low,Yes,TRUE
20291,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672,Low,Yes,FALSE
11380,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,Medium,No,FALSE
31040,Never-married,Auto,Comedy,Male,60,Morning,United-States,0.027464672,Low,No,FALSE
8919,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672,Low,Yes,TRUE
10349,Never-married,Entertainment,Comedy,Female,25,Morning,United-States,0.027464672,High,No,FALSE
22033,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
17824,Married-civ-spouse,Other,Comedy,Female,20,Daytime,United-States,0.027464672,High,No,TRUE
9290,Married-civ-spouse,Pharma,Comedy,Male,38,Primetime,United-States,0.027464672,Low,Yes,TRUE
1986,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,Yes,TRUE
13158,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672,High,Yes,TRUE
3794,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672,High,No,FALSE
10775,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672,High,No,FALSE
14835,Married-civ-spouse,Other,Comedy,Female,45,Morning,United-States,0.027464672,Medium,No,TRUE
24148,Divorced,Entertainment,Comedy,Female,50,Primetime,United-States,0.027464672,Low,Yes,FALSE
4990,Never-married,Auto,Comedy,Male,25,Morning,United-States,0.027464672,Low,No,FALSE
